year,week,loc,state,country,loc_type,number,event
1912,40,LYNN,MA,US,CITY,4,CASES
1912,10,LYNN,MA,US,CITY,1,CASES
1903,5,LYNN,MA,US,CITY,1,CASES
1913,5,LYNN,MA,US,CITY,2,CASES
1914,24,LYNN,MA,US,CITY,3,CASES
1918,18,LYNN,MA,US,CITY,1,CASES
