year,week,loc,state,country,loc_type,number,event
1905,27,SAN FRANCISCO,CA,US,CITY,1,DEATHS
1905,29,SAN FRANCISCO,CA,US,CITY,1,DEATHS
1905,39,SAN FRANCISCO,CA,US,CITY,2,DEATHS
