year,week,loc,state,country,loc_type,number,event
1919,2,HIGH POINT,NC,US,CITY,1,CASES
1919,9,HIGH POINT,NC,US,CITY,1,CASES
1919,13,HIGH POINT,NC,US,CITY,1,CASES
1919,18,HIGH POINT,NC,US,CITY,1,CASES
1919,44,HIGH POINT,NC,US,CITY,7,CASES
1920,42,HIGH POINT,NC,US,CITY,2,CASES
1920,45,HIGH POINT,NC,US,CITY,1,CASES
